"","Screen_bg","ConsentKey.keys","ConsentKey.rt","Begin.keys","Begin.rt","checkresp.keys","checkresp.corr","checkresp.rt","Attention.thisRepN","Attention.thisTrialN","Attention.thisN","Attention.thisIndex","Attention.ran","AttnQuestion","AttnAnswer","participant","PROLIFIC_ID","Age","Gender","Handedness","Native Language","date","expName","psychopyVersion","OS","frameRate","browser","xResolution","yResolution","NextStep.keys","NextStep.rt","InstRep.thisRepN","InstRep.thisTrialN","InstRep.thisN","InstRep.thisIndex","InstRep.ran","PracProceed.keys","PracProceed.rt","SalientLetterPos","NonSalientLetterPos","DisResp.keys","DisResp.corr","Target","TargetResp_p.keys","TargetResp_p.corr","TargetResp_p.rt","Prac_loop.thisRepN","Prac_loop.thisTrialN","Prac_loop.thisN","Prac_loop.thisIndex","Prac_loop.ran","Block","SalD","NSalD","Condition","Saliency","CorrectAnswer","Validity","Exp_proceed.keys","Exp_proceed.rt","PracRepeat.thisRepN","PracRepeat.thisTrialN","PracRepeat.thisN","PracRepeat.thisIndex","PracRepeat.ran","TargetResp.keys","TargetResp.corr","TargetResp.rt","headstartLearn.thisRepN","headstartLearn.thisTrialN","headstartLearn.thisN","headstartLearn.thisIndex","headstartLearn.ran","brkContinue.keys","PauseResp.keys","ExpTrials.thisRepN","ExpTrials.thisTrialN","ExpTrials.thisN","ExpTrials.thisIndex","ExpTrials.ran","brkContinue.rt","PauseResp.rt","CA_Proceed.keys","CA_Proceed.rt","Resp1_2.keys","CAResponse_2.keys","CAResponse_2.corr","CAResponse_2.rt","CA_trials.thisRepN","CA_trials.thisTrialN","CA_trials.thisN","CA_trials.thisIndex","CA_trials.ran","AwareResp.keys","AwareResp.corr","AwareResp.rt","AwareQ_loop.thisRepN","AwareQ_loop.thisTrialN","AwareQ_loop.thisN","AwareQ_loop.thisIndex","AwareQ_loop.ran","AwareQ","Solution","Performance","Bonus","todebrief.keys","todebrief.rt","Finalend.keys","Finalend.rt"
"571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.07,-0.065]","[-0.1,0]",NA,0,"4",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment",NA,"X","SingleD","NonSalient","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.4560000000000173]",NA,NA,NA,NA,NA,NA,NA,0,37,37,251,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0.1,0]","[0,0.1]",NA,0,"2",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","G","X","MultipleD","G","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.5589999999999691]",NA,NA,NA,NA,NA,NA,NA,0,38,38,115,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.07,-0.065]","[-0.07,0.065]",NA,0,"7",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","V","L","MultipleD","V","e","valid",NA,NA,NA,NA,NA,NA,NA,"[""e""]",1,"[0.5709999999999695]",NA,NA,NA,NA,NA,NA,NA,0,39,39,124,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.07,-0.065]","[0,0.1]",NA,0,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment",NA,"L","SingleD","NonSalient","e","valid",NA,NA,NA,NA,NA,NA,NA,"[""u"",""e""]",0,"[0.5389999999999873,0.9399999999999977]",NA,NA,NA,NA,NA,NA,NA,0,40,40,238,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0,0.1]","[0.1,0]",NA,0,"8",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","G","X","MultipleD","G","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.6070000000000277]",NA,NA,NA,NA,NA,NA,NA,0,41,41,123,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.07,-0.065]","[0.1,0]",NA,0,"6",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","G",NA,"SingleD","Salient","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.47199999999998]",NA,NA,NA,NA,NA,NA,NA,0,42,42,333,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.1,0]","[0.07,-0.065]",NA,0,"5",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","V","L","MultipleD","V","e","valid",NA,NA,NA,NA,NA,NA,NA,"[""e""]",1,"[0.6770000000000209]",NA,NA,NA,NA,NA,NA,NA,0,43,43,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.1,0]","[0.07,0.065]",NA,0,"7",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","V",NA,"SingleD","Salient","e","valid",NA,NA,NA,NA,NA,NA,NA,"[""e""]",1,"[0.5279999999999632]",NA,NA,NA,NA,NA,NA,NA,0,44,44,268,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.1,0]","[0,0.1]",NA,0,"2",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","G","X","MultipleD","G","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.48799999999999955]",NA,NA,NA,NA,NA,NA,NA,0,45,45,35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0,0.1]","[-0.1,0]",NA,0,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","V",NA,"SingleD","Salient","e","valid",NA,NA,NA,NA,NA,NA,NA,"[""e""]",1,"[0.73599999999999]",NA,NA,NA,NA,NA,NA,NA,0,46,46,276,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0,-0.1]","[0.07,0.065]",NA,0,"4",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","G","X","MultipleD","G","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.5049999999999955]",NA,NA,NA,NA,NA,NA,NA,0,47,47,159,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.1,0]","[0.07,0.065]",NA,0,"8",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","G",NA,"SingleD","Salient","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.5519999999999641]",NA,NA,NA,NA,NA,NA,NA,0,48,48,361,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.07,-0.065]","[0.07,-0.065]",NA,0,"7",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","V","L","MultipleD","V","e","valid",NA,NA,NA,NA,NA,NA,NA,"[""e""]",1,"[0.5550000000000068]",NA,NA,NA,NA,NA,NA,NA,0,49,49,162,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0,-0.1]","[-0.07,0.065]",NA,0,"9",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","V","L","MultipleD","V","e","valid",NA,NA,NA,NA,NA,NA,NA,"[""e""]",1,"[0.47199999999998]",NA,NA,NA,NA,NA,NA,NA,0,50,50,170,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.1,0]","[0,-0.1]",NA,0,"5",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","V",NA,"SingleD","Salient","e","valid",NA,NA,NA,NA,NA,NA,NA,"[""u"",""e""]",0,"[0.5869999999999891,0.7549999999999955]",NA,NA,NA,NA,NA,NA,NA,0,51,51,224,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0,-0.1]","[-0.1,0]",NA,0,"2",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","G","X","MultipleD","G","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.6050000000000182]",NA,NA,NA,NA,NA,NA,NA,0,52,52,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0.07,0.065]","[-0.1,0]",NA,0,"6",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","V",NA,"SingleD","Salient","u","invalid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.571999999999889]",NA,NA,NA,NA,NA,NA,NA,0,53,53,388,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0,-0.1]","[-0.07,0.065]",NA,0,"9",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","V",NA,"SingleD","Salient","e","valid",NA,NA,NA,NA,NA,NA,NA,"[""e""]",1,"[0.6050000000000182]",NA,NA,NA,NA,NA,NA,NA,0,54,54,376,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0.07,0.065]","[-0.1,0]",NA,0,"4",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","G","X","MultipleD","G","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.7210000000000036]",NA,NA,NA,NA,NA,NA,NA,0,55,55,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0.1,0]","[-0.07,-0.065]",NA,0,"8",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","G","X","MultipleD","G","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.5880000000000791]",NA,NA,NA,NA,NA,NA,NA,0,56,56,105,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0.1,0]","[-0.07,0.065]",NA,0,"2",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment",NA,"X","SingleD","NonSalient","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.5380000000000109]",NA,NA,NA,NA,NA,NA,NA,0,57,57,347,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0,-0.1]","[0.07,0.065]",NA,0,"8",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","G","X","MultipleD","G","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.5430000000000064]",NA,NA,NA,NA,NA,NA,NA,0,58,58,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.1,0]","[0,-0.1]",NA,0,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","V","L","MultipleD","V","e","valid",NA,NA,NA,NA,NA,NA,NA,"[""e""]",1,"[0.9039999999999964]",NA,NA,NA,NA,NA,NA,NA,0,59,59,106,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0,0.1]","[0.1,0]",NA,0,"2",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","G","X","MultipleD","G","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.5860000000000127]",NA,NA,NA,NA,NA,NA,NA,0,60,60,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0,0.1]","[0.1,0]",NA,0,"3",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment",NA,"X","SingleD","NonSalient","e","invalid",NA,NA,NA,NA,NA,NA,NA,"[""e""]",1,"[0.5889999999999418]",NA,NA,NA,NA,NA,NA,NA,0,61,61,395,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.07,-0.065]","[0,0.1]",NA,0,"6",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","V",NA,"SingleD","Salient","u","invalid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.6219999999999573]",NA,NA,NA,NA,NA,NA,NA,0,62,62,392,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0.1,0]","[-0.07,-0.065]",NA,0,"4",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","G","X","MultipleD","G","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.6739999999999782]",NA,NA,NA,NA,NA,NA,NA,0,63,63,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0,-0.1]","[-0.1,0]",NA,0,"8",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","V",NA,"SingleD","Salient","u","invalid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.5360000000000582]",NA,NA,NA,NA,NA,NA,NA,0,64,64,384,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0,-0.1]","[-0.07,-0.065]",NA,0,"5",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment",NA,"L","SingleD","NonSalient","e","valid",NA,NA,NA,NA,NA,NA,NA,"[""e""]",1,"[0.72199999999998]",NA,NA,NA,NA,NA,NA,NA,0,65,65,294,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.07,0.065]","[0,-0.1]",NA,0,"8",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","G","X","MultipleD","G","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.5389999999999873]",NA,NA,NA,NA,NA,NA,NA,0,66,66,65,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.1,0]","[0.07,0.065]",NA,0,"2",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","G","X","MultipleD","G","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.46899999999993724]",NA,NA,NA,NA,NA,NA,NA,0,67,67,177,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0,-0.1]","[0.07,0.065]",NA,0,"9",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","V","L","MultipleD","V","e","valid",NA,NA,NA,NA,NA,NA,NA,"[""e""]",1,"[0.6440000000000055]",NA,NA,NA,NA,NA,NA,NA,0,68,68,52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0,-0.1]","[0.1,0]",NA,0,"6",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","G","X","MultipleD","G","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.5779999999999745]",NA,NA,NA,NA,NA,NA,NA,0,69,69,117,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[0,0.1]","[0.07,-0.065]",NA,0,"4",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","G","X","MultipleD","G","u","valid",NA,NA,NA,NA,NA,NA,NA,"[""u""]",1,"[0.4879999999999427]",NA,NA,NA,NA,NA,NA,NA,0,70,70,73,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,21,"female","right","German","2021-05-19_11h41.51.675","Exp8","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[-0.07,0.065]","[0.07,0.065]",NA,0,"5",NA,NA,NA,NA,NA,NA,NA,NA,"Experiment","G",NA,"SingleD","Salient","e","invalid",NA,NA,NA,NA,NA,NA,NA,"[""e""]",1,"[0.5869999999999891]",NA,NA,NA,NA,NA,NA,NA,0,71,71,385,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
